100.000000	 85.167908
101.000000	 84.626259
102.000000	 84.092033
103.000000	 83.565224
104.000000	 83.045830
105.000000	 82.533867
106.000000	 82.029312
107.000000	 81.532181
108.000000	 81.042473
109.000000	 80.560181
110.000000	 80.085312
111.000000	 79.617859
112.000000	 79.157822
113.000000	 78.705215
114.000000	 78.260017
115.000000	 77.822250
116.000000	 77.391891
117.000000	 76.968964
118.000000	 76.553444
119.000000	 76.145355
120.000000	 75.744675
121.000000	 75.351425
122.000000	 74.965584
123.000000	 74.587173
124.000000	 74.216179
125.000000	 73.852600
126.000000	 73.496445
127.000000	 73.147705
128.000000	 72.806389
129.000000	 72.472488
130.000000	 72.146011
131.000000	 71.826958
132.000000	 71.515320
133.000000	 71.211098
134.000000	 70.914299
135.000000	 70.624924
136.000000	 70.342964
137.000000	 70.068420
138.000000	 69.801300
139.000000	 69.541603
140.000000	 69.289322
141.000000	 69.044456
142.000000	 68.807014
143.000000	 68.576996
144.000000	 68.354393
145.000000	 68.139214
146.000000	 67.931450
147.000000	 67.731102
148.000000	 67.538177
149.000000	 67.352676
150.000000	 67.174591
151.000000	 67.003929
152.000000	 66.840683
153.000000	 66.684860
154.000000	 66.536453
155.000000	 66.395470
156.000000	 66.261902
157.000000	 66.135757
158.000000	 66.017029
159.000000	 65.905724
160.000000	 65.801834
161.000000	 65.705368
162.000000	 65.616318
163.000000	 65.534691
164.000000	 65.460487
165.000000	 65.393700
166.000000	 65.334328
167.000000	 65.282379
168.000000	 65.237846
169.000000	 65.200737
170.000000	 65.171051
171.000000	 65.148781
172.000000	 65.133926
173.000000	 65.126495
174.000000	 65.126488
175.000000	 65.133896
176.000000	 65.148720
177.000000	 65.170967
178.000000	 65.200638
179.000000	 65.237724
180.000000	 65.282227
181.000000	 65.334152
182.000000	 65.393501
183.000000	 65.460266
184.000000	 65.534454
185.000000	 65.616058
186.000000	 65.705086
187.000000	 65.801529
188.000000	 65.905388
189.000000	 66.016678
190.000000	 66.135376
191.000000	 66.261505
192.000000	 66.395042
193.000000	 66.536003
194.000000	 66.684387
195.000000	 66.840195
196.000000	 67.003410
197.000000	 67.174057
198.000000	 67.352112
199.000000	 67.537598
200.000000	 67.730499
160.000000	 68.000000
155.000000	 78.000000
143.000000	 56.000000
162.000000	 70.000000
170.000000	 72.000000
175.000000	 78.000000
167.000000	 68.000000
163.000000	 54.000000
156.000000	 43.000000
172.000000	 71.000000
180.000000	 65.000000
159.000000	 59.000000
169.000000	 63.000000
157.000000	 62.000000
161.000000	 90.000000
171.000000	 45.000000
181.000000	 62.000000
177.000000	 57.000000
140.000000	 80.000000
